Date,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2023-08-01,437.675,321.7,463.8,345.5,242.3,322.28,225.0,237.4,219.15,609.0,226.7,209.5,236.416666666667,214.3,385.0,315.0,297.0,309.9,238.5,261.0
2023-09-01,437.5,321.25,462.9,345.5,241.8,322.28,218.8,237.8,218.7,608.5,222.3,208.6,234.833333333334,209.9,384.8,314.0,297.0,309.9,238.5,260.0
2023-10-01,437.28,321.23,462.0,345.5,241.0,322.28,220.6,238.2,219.3,609.0,223.4,210.9,233.25,212.8,384.5,314.0,297.0,309.9,238.5,259.0
2023-11-01,437.0,321.2,462.9,345.5,239.9,322.28,222.7,238.6,222.2,608.2,226.1,214.5,231.666666666667,214.6,384.0,313.6,297.0,309.9,238.5,259.0
2023-12-01,440.0,323.4400000000001,466.866666666667,345.5,243.3333333333334,322.28,221.06666666666672,239.0,221.766666666667,609.7,225.53333333333342,214.3,230.083333333334,213.9333333333334,383.7777777777778,314.066666666667,297.0,309.9,238.5,259.66666666666697
2024-01-01,443.0,325.68,470.833333333334,345.5,246.7666666666667,322.28,219.4333333333334,239.4,221.333333333334,611.2,224.9666666666667,214.10000000000008,228.5,213.2666666666667,383.5555555555556,314.533333333334,297.0,309.9,238.5,260.333333333334
2024-02-01,446.0,327.92,474.8,345.5,250.2,322.28,217.8,239.8,220.9,612.7,224.4,213.9,226.916666666667,212.6,383.33333333333337,315.0,297.0,309.9,238.5,261.0
2024-03-01,446.5,328.0,475.0,345.5,248.0,322.28,215.6,240.2,218.7,612.0,222.3,212.5,225.333333333334,209.6,383.1111111111112,321.0,297.0,309.9,238.5,268.0
2024-04-01,447.88,328.8,481.0,345.5,254.0,322.28,219.6,240.6,228.3,611.7,224.3,214.7,223.75,211.9,382.8888888888889,320.6,297.0,309.9,238.5,270.0
2024-05-01,447.8,328.2,480.0,345.5,253.9,322.28,217.9,241.0,227.4,611.0,222.6,211.8,222.166666666667,211.7,382.6666666666667,321.0,297.0,309.9,238.5,269.5
2024-06-01,447.7,328.08,479.8,345.5,253.7,322.28,218.7,241.4,230.9,609.0,224.1,212.8,220.583333333334,203.9,382.4444444444445,324.0,297.0,309.9,238.5,269.0
2024-07-01,447.65,328.02,479.74,345.5,253.65,322.28,214.9,241.8,225.7,607.0,221.5,209.3,219.0,206.0,382.2222222222223,317.0,297.0,309.9,238.5,269.0
2024-08-01,447.59000000000003,328.0,479.7,345.5,253.62,322.28,231.0,239.7,210.0,607.0,225.0,206.3,217.0,236.0,382.0,316.0,297.0,309.9,238.5,263.7
2024-09-01,445.0,326.85,479.0,345.5,252.9,322.28,227.7,237.8,209.9,607.6,222.6,205.8,213.9,233.4,382.0,315.0,297.0,309.9,238.5,263.7
2024-10-01,444.5,326.7,478.57,345.5,252.8,322.28,225.8,236.4,208.9,607.5,221.6,203.9,212.0,232.2,381.6,314.7,297.0,309.9,238.5,263.7
2024-11-01,444.5,326.7,478.57,345.5,252.8,322.28,225.8,236.4,208.9,607.5,221.6,203.9,212.0,232.2,381.6,314.7,297.0,309.9,238.5,263.7
2024-12-01,444.5,326.7,478.57,345.5,252.8,322.28,225.8,236.4,208.9,607.5,221.6,203.9,212.0,232.2,381.6,314.7,297.0,309.9,238.5,263.7
